0.46007	0	0	0	0
0	0.136233	0.0125124	0.258843	0.0905479
0.297391	0	0	0.10372	0.121633
0.099478	0.0120733	0	0	0.384576
0	0	0.460123	0	0
0	0	0	0	0.460814
0	0.460041	0	0	0
0	0	0	0.460138	0
0.44101	0.0108901	0.0397572	0.04981	0
0.0185032	0.0176959	0.0212854	0.132378	0.342772
0.314144	0.153067	0	0.0561591	0
0.269776	0	0.279666	0.0141715	0
0.345081	0.024648	0.0190764	0.0319086	0.0793112
0	0.0140862	0.406474	0.0215096	0.0568707
0	0	0.425991	0	0.0463478
0	0.237902	0	0.0580995	0.239447
0.0409883	0.0426959	0.0397298	0.0745096	0.322862
0.251486	0	0.250578	0.0145083	0
0.234503	0.082758	0.0116537	0.0673109	0.103812
0.0155751	0.425418	0.011414	0.0243049	0.025164
0.118576	0.11837	0.118781	0.120739	0.0250181
0.163231	0.0993014	0.0220778	0.06546	0.205628
0	0.0422164	0.219728	0.0209317	0.259006
0.0731185	0.0407625	0.0163364	0.235004	0.169983
0.124684	0.251842	0.0292126	0.0400899	0.0541728
0	0.0309177	0.200438	0.0461985	0.304261
0.245014	0.0864674	0.063728	0.0818546	0.0229844
0.134968	0.133902	0.264573	0	0
0.0131546	0.015207	0.0194609	0.157354	0.374723
0	0.132966	0	0.219089	0.135079
0	0	0.0419937	0.444519	0.0107257
0.0284171	0.196001	0.0907506	0.173313	0.0116363
0	0.0286814	0.370332	0	0.161457
0.0115968	0.220343	0.135325	0	0.122764
0.0263921	0.0328007	0.316983	0.0511374	0.0728136
0.0348297	0.206428	0.109433	0.0751492	0.0769229
0.157473	0	0	0.140468	0.194009
0.0890935	0.0128527	0.0953136	0.330618	0
0.154007	0.177196	0.0103009	0.192753	0
0.0309002	0.356217	0	0.0943783	0.010038
0.40301	0.041357	0.023714	0.0461822	0.0140167
0.0221056	0.021141	0.0254294	0.11824	0.351579
0	0	0.119311	0.237744	0.16538
0.214501	0.307024	0.0141362	0	0.0383066
0.0108087	0	0.178917	0.300664	0
0.168142	0.222605	0.0358277	0.0252056	0.0482207
0.0812779	0.0453113	0.0181263	0.261169	0.129313
0	0.0585885	0.305415	0.0360111	0.1375
0	0	0.0697365	0	0.418484
0.010042	0	0.460002	0	0.0100004
0.0602665	0.29739	0.0145365	0.137147	0.0598018
0.388085	0.0840622	0	0.0482304	0
0.0351637	0.228731	0.257442	0	0.0175704
0.0605316	0.0587982	0.0778119	0.065326	0.275482
0	0.0296622	0.204549	0.0216934	0.252448
0	0.37439	0	0	0.111653
0.0569688	0.0832426	0.0126562	0	0.428991
0	0.0356608	0.0167623	0	0.441328
0.0461518	0	0.0184315	0.109913	0.359123
0.140012	0.186594	0.153778	0.0100003	0.0100078
0.0345264	0.397134	0	0.0224825	0.03682
0.0201154	0	0.164771	0.293877	0.0200794
0.0105514	0.374415	0.0204395	0.081878	0.0135506
0.025973	0.0260399	0	0.42974	0.0107256
0	0.0617916	0.0384096	0.379921	0.0105257
0	0.24787	0.125519	0.015961	0.111653
0.128214	0.124276	0.225342	0	0.015763
0.0382903	0.0563849	0	0.209932	0.270737
0	0.0426758	0.0281207	0.411627	0.0107559
0.0583483	0.0576952	0.0582362	0.314739	0.0109876
0.303513	0.0122052	0.148778	0.0669512	0
0.220917	0.149776	0	0.110077	0.010038
0.0655927	0.318307	0	0.0876583	0.0409647
0.273446	0	0.232251	0.0104673	0
0	0.445151	0.0117388	0	0.0363744
0.0130319	0.0161275	0.386378	0.0410582	0.0444366
0.233737	0.232863	0.0124564	0	0.0109766
0	0.0193089	0.392027	0.0849634	0
0.102463	0	0.101012	0.324215	0
0.023291	0.101056	0.0624031	0.302614	0.0106674
0	0.0539676	0.0693953	0	0.389785
0.0524787	0	0.013405	0.360487	0.0738512
0.283945	0.010173	0.0271215	0.113504	0.0652643
0.039508	0.276518	0	0	0.17187
0.136022	0.120561	0.126655	0.054131	0.093962
0.0971335	0.139134	0.0198471	0.058906	0.18504
0	0.0722937	0.439548	0.0132271	0
0.0467868	0.0856618	0.0765538	0.0692005	0.221865
0.06367	0.0699565	0	0.249186	0.147341
0	0.0403582	0.0254122	0.144643	0.28826
0.0235457	0.292798	0.142856	0.0234176	0.0174179
0	0.350482	0.0234745	0.077521	0.0394806
0	0.0518477	0.348344	0.0896629	0
0	0.0270774	0.144538	0.201812	0.136811
0.0138356	0.0184077	0.44814	0.0100003	0.0100078
0.370189	0.0940199	0	0	0.0584231
0.210973	0	0.210916	0.144298	0
0	0.101276	0.0471953	0.337469	0
0.172185	0.283138	0	0.0375785	0
0	0.0161501	0.329041	0.0291432	0.15183
0.0950123	0.157434	0.113436	0.0183834	0.149109
0.0722625	0	0	0.0205442	0.401333
0.0644076	0.035229	0	0.286369	0.116585
0.188548	0	0.111319	0.185503	0.0843218
0.434395	0.0147384	0.0126763	0.0375782	0
0.150824	0.136045	0.0483122	0.0320067	0.132832
0.353191	0.0252273	0.0168622	0.032362	0.072486
0	0	0.333905	0.0347916	0.152305
0.0405743	0.414208	0	0.0102739	0.0252748
0	0.078431	0.0119881	0.172148	0.232697
0.161355	0.160546	0	0.102517	0.0738312
0	0	0.0281302	0.396871	0.0730414
0.0859339	0.12643	0.033428	0.0653558	0.269003
0.0911239	0	0.360532	0	0.0542864
0.208386	0.0768212	0.0684571	0.0732499	0.0731388
0.154916	0.090781	0	0.0561016	0.211094
0.111468	0.115872	0.240712	0	0.0239492
0	0.144669	0.186287	0.0265692	0.163931
0.0786828	0.0721122	0.149313	0.18493	0.0840615
0.151397	0.0921023	0.0202058	0.0606519	0.225797
0	0.266184	0.0176424	0.172883	0.0394807
0.0489924	0.0642788	0.0325963	0.344173	0.0100008
0.454084	0.0112129	0.0430498	0.0295991	0
0.0119814	0.447784	0.0142199	0.0183783	0
0	0.0141009	0.286291	0.0620474	0.137299
0	0.0339056	0.0211513	0.431779	0.0133391
0.124184	0.113814	0.236798	0	0.0835438
0.0276207	0.329608	0.0241499	0.0770253	0.042431
0.35777	0.0180572	0.0346561	0.0242547	0.0652635
0	0.0371932	0.134197	0.323185	0.0350124
0.0110985	0.103995	0	0.350893	0.0268044
0.017218	0.110143	0	0.257894	0.145351
0.0340292	0.397944	0	0.022184	0.0368217
0.184756	0.194816	0.018899	0.0922749	0
0	0.0168548	0.342207	0.0291028	0.147065
0	0.0236241	0.300338	0.0573142	0.157106
0.411018	0	0.0198715	0.0476516	0.0137939
0.0324938	0.345236	0.0108577	0.0818589	0.0295901
