0.144286	0.133968	0.150163	0	0.093962
0	0.0680381	0.354675	0.0418193	0.0445924
0.124645	0	0.0551816	0.112474	0.216992
0	0	0.295556	0.166157	0.0294188
0.101117	0.144839	0.020661	0.0539075	0.179536
0.0383539	0.26844	0	0	0.181317
0.0900416	0.149198	0.107164	0.0378622	0.149109
0.106645	0.106936	0.140027	0.106206	0.0796901
0	0.0369008	0.0401354	0.40696	0.0105269
0.201277	0	0.239311	0	0.0503054
0.0339991	0.201505	0.107172	0.0830813	0.0769081
0.0372677	0.31178	0.0861768	0.0521734	0.0127379
0.0849345	0.049557	0	0.250799	0.145465
0	0.165892	0.0141957	0.277452	0.039296
0.180347	0.0100193	0.013188	0.321513	0
0.42189	0.0212934	0.0408673	0	0
0.0432125	0.0450128	0.0417719	0.0806646	0.311037
0.0457266	0.281433	0	0.0947894	0.0768568
